Cultivar,Quantidade (Kg),ano,subopcao,Categoria
BRS Margot,42600.0,2017,Americanas e híbridas,TINTAS
BRS Morena,0.0,2017,Americanas e híbridas,TINTAS
BRS Núbia,0.0,2017,Americanas e híbridas,TINTAS
BRS Rúbea,2529215.0,2017,Americanas e híbridas,TINTAS
BRS Violeta,14432937.0,2017,Americanas e híbridas,TINTAS
BRS Vitória,0.0,2017,Americanas e híbridas,TINTAS
Champagnon (Champanheta),4640.0,2017,Americanas e híbridas,TINTAS
Coleções,4324.0,2017,Americanas e híbridas,TINTAS
Concord,36172976.0,2017,Americanas e híbridas,TINTAS
Concord clone 30,4676208.0,2017,Americanas e híbridas,TINTAS
Couderc,31791586.0,2017,Americanas e híbridas,TINTAS
Cynthiana(1),2083008.0,2017,Americanas e híbridas,TINTAS
Herbemont,3642399.0,2017,Americanas e híbridas,TINTAS
Isabel,262423174.0,2017,Americanas e híbridas,IAC 138022
Isabel Precoce,20028520.0,2017,Americanas e híbridas,IAC 138022
Jacquez,31404577.0,2017,Americanas e híbridas,IAC 138022
Kyoko,0.0,2017,Americanas e híbridas,IAC 138022
Landot,0.0,2017,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,2017,Americanas e híbridas,IAC 138022
Oberlin,0.0,2017,Americanas e híbridas,IAC 138022
Othello,0.0,2017,Americanas e híbridas,IAC 138022
Paco,0.0,2017,Americanas e híbridas,IAC 138022
Patricia,1300.0,2017,Americanas e híbridas,IAC 138022
Seibel,7812493.0,2017,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),2476079.0,2017,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),1098564.0,2017,Americanas e híbridas,IAC 138022
Vênus,2000.0,2017,Americanas e híbridas,IAC 138022
Baco,0.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,105130.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,11704478.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,7955879.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,0.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,19110.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,248470.0,2017,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,2017,Americanas e híbridas,IAC
Martha,6150.0,2017,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,2017,Americanas e híbridas,IAC
Moscato Embrapa,11771138.0,2017,Americanas e híbridas,IAC
Niagara,0.0,2017,Americanas e híbridas,IAC
Niagara Branca,30802497.0,2017,Americanas e híbridas,IAC
Niagara Rosada,11464265.0,2017,Americanas e híbridas,IAC
Poloske,12100.0,2017,Americanas e híbridas,IAC
Seleções,0.0,2017,Americanas e híbridas,IAC
Seyve Villard,586955.0,2017,Americanas e híbridas,IAC
Seyve Villard 5276,206295.0,2017,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,2017,Americanas e híbridas,IAC
Tardia de Caxias,6170.0,2017,Americanas e híbridas,IAC
Outras(2),0.0,2017,Americanas e híbridas,IAC
Alphonse Lavallee,0.0,2017,Uvas de mesa,TINTAS
Moscato de Hamburgo,85510.0,2017,Uvas de mesa,TINTAS
Cardinal,0.0,2017,Uvas de mesa,BRANCAS
Golden Queen,0.0,2017,Uvas de mesa,BRANCAS
Patrícia,0.0,2017,Uvas de mesa,BRANCAS
Perlona,180.0,2017,Uvas de mesa,BRANCAS
Italia,0.0,2017,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",5720.0,2017,Uvas de mesa,BRANCAS
nan,0.0,2017,Sem classificação,BRANCAS
nan,0.0,2017,Sem classificação,BRANCAS
Alicante Bouschet,2103844.0,2018,Viníferas,TINTAS
Ancelota,492106.0,2018,Viníferas,TINTAS
Aramon,0.0,2018,Viníferas,TINTAS
Alfrocheiro,0.0,2018,Viníferas,TINTAS
Arinarnoa,44775.0,2018,Viníferas,TINTAS
Aspirant Bouschet,12830.0,2018,Viníferas,TINTAS
Barbera,21863.0,2018,Viníferas,TINTAS
Bonarda,0.0,2018,Viníferas,TINTAS
Cabernet Franc,1524191.0,2018,Viníferas,TINTAS
Cabernet Sauvignon,6004627.0,2018,Viníferas,TINTAS
Caladoc,4740.0,2018,Viníferas,TINTAS
Campanario,0.0,2018,Viníferas,TINTAS
Canaiolo,0.0,2018,Viníferas,TINTAS
Carignan,0.0,2018,Viníferas,TINTAS
Carmenere,241808.0,2018,Viníferas,TINTAS
Castelão,0.0,2018,Viníferas,TINTAS
Corvina,0.0,2018,Viníferas,TINTAS
Croatina,0.0,2018,Viníferas,TINTAS
Cinsaut,0.0,2018,Viníferas,TINTAS
Dom Felder,0.0,2018,Viníferas,TINTAS
Dolcetto,0.0,2018,Viníferas,TINTAS
Durif,0.0,2018,Viníferas,TINTAS
Egiodola,1047960.0,2018,Viníferas,TINTAS
Ekigaina,2070.0,2018,Viníferas,TINTAS
Festival (Sugraone),0.0,2018,Viníferas,TINTAS
Franconia,0.0,2018,Viníferas,TINTAS
Freisa,14020.0,2018,Viníferas,TINTAS
Gamay St Romain,12675.0,2018,Viníferas,TINTAS
Gamay Beaujolais,152384.0,2018,Viníferas,TINTAS
Grand Noir,0.0,2018,Viníferas,TINTAS
Grenache,0.0,2018,Viníferas,TINTAS
Jaen,0.0,2018,Viníferas,TINTAS
Lagrein,2700.0,2018,Viníferas,TINTAS
Lambrusco,44511.0,2018,Viníferas,TINTAS
Malbec,628780.0,2018,Viníferas,TINTAS
Marzemina,0.0,2018,Viníferas,TINTAS
Merlot,6257492.0,2018,Viníferas,TINTAS
Marselan,384278.0,2018,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,2018,Viníferas,TINTAS
Molinera,1900.0,2018,Viníferas,TINTAS
Montepulciano,23306.0,2018,Viníferas,TINTAS
Moscato Bailey,152136.0,2018,Viníferas,TINTAS
Napa Gamay,0.0,2018,Viníferas,TINTAS
Nebbiolo,9236.0,2018,Viníferas,TINTAS
Petit Verdot,83552.0,2018,Viníferas,TINTAS
Petite Sirah,110361.0,2018,Viníferas,TINTAS
Pinotage,398794.0,2018,Viníferas,TINTAS
Pinot Noir,3240209.0,2018,Viníferas,TINTAS
Pinot Saint George,0.0,2018,Viníferas,TINTAS
Piriquita,0.0,2018,Viníferas,TINTAS
Primitivo,0.0,2018,Viníferas,TINTAS
Rebo,94480.0,2018,Viníferas,TINTAS
Refosco,7320.0,2018,Viníferas,TINTAS
Rondinella,1990.0,2018,Viníferas,TINTAS
Ruby Cabernet,248992.0,2018,Viníferas,TINTAS
Sangiovese,63832.0,2018,Viníferas,TINTAS
Saperavi,0.0,2018,Viníferas,TINTAS
Sira (falsa),0.0,2018,Viníferas,TINTAS
Tannat,2940306.0,2018,Viníferas,TINTAS
Tempranillo,278456.0,2018,Viníferas,TINTAS
Teroldego,77625.0,2018,Viníferas,TINTAS
Torrontes,16350.0,2018,Viníferas,TINTAS
Tinta Barroca,0.0,2018,Viníferas,TINTAS
Tinta Roriz,0.0,2018,Viníferas,TINTAS
Touriga Francesa,0.0,2018,Viníferas,TINTAS
Touriga Nacional,122015.0,2018,Viníferas,TINTAS
Tinta Madeira,0.0,2018,Viníferas,TINTAS
Tintoria,0.0,2018,Viníferas,TINTAS
Trincdeira,0.0,2018,Viníferas,TINTAS
Trousseau,0.0,2018,Viníferas,TINTAS
Zinfandel,0.0,2018,Viníferas,TINTAS
Outras1,0.0,2018,Viníferas,TINTAS
Aliatico,0.0,2018,Viníferas,BRANCAS E ROSADAS
Aligote,0.0,2018,Viníferas,BRANCAS E ROSADAS
Altesse,0.0,2018,Viníferas,BRANCAS E ROSADAS
Alvarinho,32647.0,2018,Viníferas,BRANCAS E ROSADAS
Arriloba,2580.0,2018,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,2018,Viníferas,BRANCAS E ROSADAS
Burger,0.0,2018,Viníferas,BRANCAS E ROSADAS
Chardonnay,6068902.0,2018,Viníferas,BRANCAS E ROSADAS
Chasselas,0.0,2018,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,387360.0,2018,Viníferas,BRANCAS E ROSADAS
Clairette(1),0.0,2018,Viníferas,BRANCAS E ROSADAS
Colombard,522866.0,2018,Viníferas,BRANCAS E ROSADAS
Flora,2060.0,2018,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,2018,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,208171.0,2018,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,2018,Viníferas,BRANCAS E ROSADAS
Gros Manseng,2430.0,2018,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),2942.0,2018,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,2018,Viníferas,BRANCAS E ROSADAS
Malvasia,0.0,2018,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,52936.0,2018,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,574521.0,2018,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,2018,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,15220.0,2018,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,2557871.0,2018,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,2018,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,2018,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,2018,Viníferas,BRANCAS E ROSADAS
Moscato Branco,11202231.0,2018,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,121008.0,2018,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,1590531.0,2018,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,639810.0,2018,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,867445.0,2018,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,95647.0,2018,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,2018,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,3000.0,2018,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,2018,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,2018,Viníferas,BRANCAS E ROSADAS
Ora,0.0,2018,Viníferas,BRANCAS E ROSADAS
Palomino,0.0,2018,Viníferas,BRANCAS E ROSADAS
Petit Manseng,1430.0,2018,Viníferas,BRANCAS E ROSADAS
Peverella,33439.0,2018,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,17028.0,2018,Viníferas,BRANCAS E ROSADAS
Pinot Gris,98728.0,2018,Viníferas,BRANCAS E ROSADAS
Prosecco,4018371.0,2018,Viníferas,BRANCAS E ROSADAS
Red Veltliner,0.0,2018,Viníferas,BRANCAS E ROSADAS
Riesling Italico,3724926.0,2018,Viníferas,BRANCAS E ROSADAS
Riesling Renano,121020.0,2018,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),517760.0,2018,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,2018,Viníferas,BRANCAS E ROSADAS
Seara Nova,0.0,2018,Viníferas,BRANCAS E ROSADAS
Semillon,225952.0,2018,Viníferas,BRANCAS E ROSADAS
Schonburger,14354.0,2018,Viníferas,BRANCAS E ROSADAS
Sylvaner,0.0,2018,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,2018,Viníferas,BRANCAS E ROSADAS
Trebbiano,4504485.0,2018,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,18110.0,2018,Viníferas,BRANCAS E ROSADAS
Verdea,0.0,2018,Viníferas,BRANCAS E ROSADAS
Verdelho,1800.0,2018,Viníferas,BRANCAS E ROSADAS
Verdiso,0.0,2018,Viníferas,BRANCAS E ROSADAS
Vermentino,0.0,2018,Viníferas,BRANCAS E ROSADAS
Vernaccia,4020.0,2018,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,2018,Viníferas,BRANCAS E ROSADAS
Viognier,470555.0,2018,Viníferas,BRANCAS E ROSADAS
Outras(3),0.0,2018,Viníferas,BRANCAS E ROSADAS
Bacarina,0.0,2018,Americanas e híbridas,TINTAS
Bailey,539742.0,2018,Americanas e híbridas,TINTAS
Bordo,158405972.0,2018,Americanas e híbridas,TINTAS
Bourdin (S),0.0,2018,Americanas e híbridas,TINTAS
BRS Carmen,7472984.0,2018,Americanas e híbridas,TINTAS
BRS Cora,8691122.0,2018,Americanas e híbridas,TINTAS
BRS Magna,2292084.0,2018,Americanas e híbridas,TINTAS
BRS Margot,44328.0,2018,Americanas e híbridas,TINTAS
BRS Morena,0.0,2018,Americanas e híbridas,TINTAS
BRS Núbia,0.0,2018,Americanas e híbridas,TINTAS
BRS Rúbea,2658828.0,2018,Americanas e híbridas,TINTAS
BRS Violeta,13645751.0,2018,Americanas e híbridas,TINTAS
BRS Vitória,0.0,2018,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,2018,Americanas e híbridas,TINTAS
Coleções,1140.0,2018,Americanas e híbridas,TINTAS
Concord,31971535.0,2018,Americanas e híbridas,TINTAS
Concord clone 30,4809154.0,2018,Americanas e híbridas,TINTAS
Couderc,25797806.0,2018,Americanas e híbridas,TINTAS
Cynthiana(1),1200824.0,2018,Americanas e híbridas,TINTAS
Herbemont,1325593.0,2018,Americanas e híbridas,TINTAS
Isabel,216921065.0,2018,Americanas e híbridas,IAC 138022
Isabel Precoce,17435326.0,2018,Americanas e híbridas,IAC 138022
Jacquez,18221292.0,2018,Americanas e híbridas,IAC 138022
Kyoko,0.0,2018,Americanas e híbridas,IAC 138022
Landot,0.0,2018,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,2018,Americanas e híbridas,IAC 138022
Oberlin,0.0,2018,Americanas e híbridas,IAC 138022
Othello,0.0,2018,Americanas e híbridas,IAC 138022
Paco,0.0,2018,Americanas e híbridas,IAC 138022
Patricia,1401.0,2018,Americanas e híbridas,IAC 138022
Seibel,5293981.0,2018,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),1967808.0,2018,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),802673.0,2018,Americanas e híbridas,IAC 138022
Vênus,6180.0,2018,Americanas e híbridas,IAC 138022
Baco,0.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,80470.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,7529654.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,5524997.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,0.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,15370.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,475568.0,2018,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,2018,Americanas e híbridas,IAC
Martha,7040.0,2018,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,2018,Americanas e híbridas,IAC
Moscato Embrapa,9535525.0,2018,Americanas e híbridas,IAC
Niagara,0.0,2018,Americanas e híbridas,IAC
Niagara Branca,42948315.0,2018,Americanas e híbridas,IAC
Niagara Rosada,12308714.0,2018,Americanas e híbridas,IAC
Poloske,11180.0,2018,Americanas e híbridas,IAC
Seleções,0.0,2018,Americanas e híbridas,IAC
Seyve Villard,462683.0,2018,Americanas e híbridas,IAC
Seyve Villard 5276,139575.0,2018,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,2018,Americanas e híbridas,IAC
Tardia de Caxias,5380.0,2018,Americanas e híbridas,IAC
Outras(2),0.0,2018,Americanas e híbridas,IAC
Alphonse Lavallee,0.0,2018,Uvas de mesa,TINTAS
Moscato de Hamburgo,62567.0,2018,Uvas de mesa,TINTAS
Cardinal,0.0,2018,Uvas de mesa,BRANCAS
Golden Queen,0.0,2018,Uvas de mesa,BRANCAS
Patrícia,0.0,2018,Uvas de mesa,BRANCAS
Perlona,730.0,2018,Uvas de mesa,BRANCAS
Italia,0.0,2018,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,2018,Uvas de mesa,BRANCAS
nan,0.0,2018,Sem classificação,BRANCAS
nan,0.0,2018,Sem classificação,BRANCAS
nan,0.0,2019,Sem classificação,BRANCAS
Alicante Bouschet,2272985.0,2020,Viníferas,TINTAS
Ancelota,481402.0,2020,Viníferas,TINTAS
Aramon,0.0,2020,Viníferas,TINTAS
Alfrocheiro,0.0,2020,Viníferas,TINTAS
Arinarnoa,90860.0,2020,Viníferas,TINTAS
Aspirant Bouschet,34513.0,2020,Viníferas,TINTAS
Barbera,12349.0,2020,Viníferas,TINTAS
Bonarda,0.0,2020,Viníferas,TINTAS
Cabernet Franc,1506219.0,2020,Viníferas,TINTAS
Cabernet Sauvignon,5889427.0,2020,Viníferas,TINTAS
Caladoc,5230.0,2020,Viníferas,TINTAS
Campanario,0.0,2020,Viníferas,TINTAS
Canaiolo,0.0,2020,Viníferas,TINTAS
Carignan,0.0,2020,Viníferas,TINTAS
Carmenere,184268.0,2020,Viníferas,TINTAS
Castelão,0.0,2020,Viníferas,TINTAS
Corvina,2220.0,2020,Viníferas,TINTAS
Croatina,0.0,2020,Viníferas,TINTAS
Cinsaut,0.0,2020,Viníferas,TINTAS
Dom Felder,0.0,2020,Viníferas,TINTAS
Dolcetto,0.0,2020,Viníferas,TINTAS
Durif,0.0,2020,Viníferas,TINTAS
Egiodola,1067591.0,2020,Viníferas,TINTAS
Ekigaina,1990.0,2020,Viníferas,TINTAS
Festival (Sugraone),0.0,2020,Viníferas,TINTAS
Franconia,0.0,2020,Viníferas,TINTAS
Freisa,25330.0,2020,Viníferas,TINTAS
Gamay St Romain,0.0,2020,Viníferas,TINTAS
Gamay Beaujolais,143278.0,2020,Viníferas,TINTAS
Grand Noir,0.0,2020,Viníferas,TINTAS
Grenache,1130.0,2020,Viníferas,TINTAS
Jaen,0.0,2020,Viníferas,TINTAS
Lagrein,3020.0,2020,Viníferas,TINTAS
Lambrusco,29320.0,2020,Viníferas,TINTAS
Malbec,493966.0,2020,Viníferas,TINTAS
Marzemina,0.0,2020,Viníferas,TINTAS
Merlot,6010486.0,2020,Viníferas,TINTAS
Marselan,449156.0,2020,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,2020,Viníferas,TINTAS
Molinera,2198.0,2020,Viníferas,TINTAS
Montepulciano,22968.0,2020,Viníferas,TINTAS
Moscato Bailey,206348.0,2020,Viníferas,TINTAS
Napa Gamay,0.0,2020,Viníferas,TINTAS
Nebbiolo,8642.0,2020,Viníferas,TINTAS
Petit Verdot,228503.0,2020,Viníferas,TINTAS
Petite Sirah,174949.0,2020,Viníferas,TINTAS
Pinotage,302532.0,2020,Viníferas,TINTAS
Pinot Noir,3588106.0,2020,Viníferas,TINTAS
Pinot Saint George,0.0,2020,Viníferas,TINTAS
Piriquita,0.0,2020,Viníferas,TINTAS
Primitivo,0.0,2020,Viníferas,TINTAS
Rebo,177172.0,2020,Viníferas,TINTAS
Refosco,0.0,2020,Viníferas,TINTAS
Rondinella,2340.0,2020,Viníferas,TINTAS
Ruby Cabernet,218783.0,2020,Viníferas,TINTAS
Sangiovese,85292.0,2020,Viníferas,TINTAS
Saperavi,0.0,2020,Viníferas,TINTAS
Sira (falsa),0.0,2020,Viníferas,TINTAS
Tannat,3571972.0,2020,Viníferas,TINTAS
Tempranillo,442330.0,2020,Viníferas,TINTAS
Teroldego,106764.0,2020,Viníferas,TINTAS
Torrontes,9700.0,2020,Viníferas,TINTAS
Tinta Barroca,0.0,2020,Viníferas,TINTAS
Tinta Roriz,0.0,2020,Viníferas,TINTAS
Touriga Francesa,0.0,2020,Viníferas,TINTAS
Touriga Nacional,150166.0,2020,Viníferas,TINTAS
Tinta Madeira,0.0,2020,Viníferas,TINTAS
Tintoria,0.0,2020,Viníferas,TINTAS
Trincdeira,0.0,2020,Viníferas,TINTAS
Trousseau,0.0,2020,Viníferas,TINTAS
Zinfandel,0.0,2020,Viníferas,TINTAS
Outras1,0.0,2020,Viníferas,TINTAS
Aliatico,0.0,2020,Viníferas,BRANCAS E ROSADAS
Aligote,0.0,2020,Viníferas,BRANCAS E ROSADAS
Altesse,0.0,2020,Viníferas,BRANCAS E ROSADAS
Alvarinho,46574.0,2020,Viníferas,BRANCAS E ROSADAS
Arriloba,2940.0,2020,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,2020,Viníferas,BRANCAS E ROSADAS
Burger,0.0,2020,Viníferas,BRANCAS E ROSADAS
Chardonnay,6514864.0,2020,Viníferas,BRANCAS E ROSADAS
Chasselas,0.0,2020,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,465377.0,2020,Viníferas,BRANCAS E ROSADAS
Clairette(1),0.0,2020,Viníferas,BRANCAS E ROSADAS
Colombard,467614.0,2020,Viníferas,BRANCAS E ROSADAS
Flora,0.0,2020,Viníferas,BRANCAS E ROSADAS
Garganega,540.0,2020,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,192058.0,2020,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,2020,Viníferas,BRANCAS E ROSADAS
Gros Manseng,6296.0,2020,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),200.0,2020,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,2020,Viníferas,BRANCAS E ROSADAS
Malvasia,0.0,2020,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,24440.0,2020,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,494343.0,2020,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,2020,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,26597.0,2020,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,3389071.0,2020,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,1090.0,2020,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,2020,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,2020,Viníferas,BRANCAS E ROSADAS
Moscato Branco,11868851.0,2020,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,138482.0,2020,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,1597829.0,2020,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,554762.0,2020,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,864917.0,2020,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,153442.0,2020,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,500.0,2020,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,8030.0,2020,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,2020,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,2020,Viníferas,BRANCAS E ROSADAS
Ora,0.0,2020,Viníferas,BRANCAS E ROSADAS
Palomino,0.0,2020,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,2020,Viníferas,BRANCAS E ROSADAS
Peverella,15858.0,2020,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,3000.0,2020,Viníferas,BRANCAS E ROSADAS
Pinot Gris,183818.0,2020,Viníferas,BRANCAS E ROSADAS
Prosecco,4393451.0,2020,Viníferas,BRANCAS E ROSADAS
Red Veltliner,0.0,2020,Viníferas,BRANCAS E ROSADAS
Riesling Italico,3020102.0,2020,Viníferas,BRANCAS E ROSADAS
Riesling Renano,108260.0,2020,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),818549.0,2020,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,1028.0,2020,Viníferas,BRANCAS E ROSADAS
Seara Nova,0.0,2020,Viníferas,BRANCAS E ROSADAS
Semillon,193760.0,2020,Viníferas,BRANCAS E ROSADAS
Schonburger,14499.0,2020,Viníferas,BRANCAS E ROSADAS
Sylvaner,0.0,2020,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,2020,Viníferas,BRANCAS E ROSADAS
Trebbiano,4682326.0,2020,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,122512.0,2020,Viníferas,BRANCAS E ROSADAS
Verdea,0.0,2020,Viníferas,BRANCAS E ROSADAS
Verdelho,1540.0,2020,Viníferas,BRANCAS E ROSADAS
Verdiso,0.0,2020,Viníferas,BRANCAS E ROSADAS
Vermentino,0.0,2020,Viníferas,BRANCAS E ROSADAS
Vernaccia,95680.0,2020,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,2020,Viníferas,BRANCAS E ROSADAS
Viognier,531026.0,2020,Viníferas,BRANCAS E ROSADAS
Outras(3),0.0,2020,Viníferas,BRANCAS E ROSADAS
Bacarina,0.0,2020,Americanas e híbridas,TINTAS
Bailey,534981.0,2020,Americanas e híbridas,TINTAS
Bordo,129978861.0,2020,Americanas e híbridas,TINTAS
Bourdin (S),0.0,2020,Americanas e híbridas,TINTAS
BRS Carmen,11540681.0,2020,Americanas e híbridas,TINTAS
BRS Cora,7326286.0,2020,Americanas e híbridas,TINTAS
BRS Magna,3989275.0,2020,Americanas e híbridas,TINTAS
BRS Margot,20771.0,2020,Americanas e híbridas,TINTAS
BRS Morena,0.0,2020,Americanas e híbridas,TINTAS
BRS Núbia,0.0,2020,Americanas e híbridas,TINTAS
BRS Rúbea,1476672.0,2020,Americanas e híbridas,TINTAS
BRS Violeta,8318514.0,2020,Americanas e híbridas,TINTAS
BRS Vitória,0.0,2020,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,2020,Americanas e híbridas,TINTAS
Coleções,0.0,2020,Americanas e híbridas,TINTAS
Concord,9984266.0,2020,Americanas e híbridas,TINTAS
Concord clone 30,1406305.0,2020,Americanas e híbridas,TINTAS
Couderc,16974342.0,2020,Americanas e híbridas,TINTAS
Cynthiana(1),1084022.0,2020,Americanas e híbridas,TINTAS
Herbemont,1131251.0,2020,Americanas e híbridas,TINTAS
Isabel,152414695.0,2020,Americanas e híbridas,IAC 138022
Isabel Precoce,12098037.0,2020,Americanas e híbridas,IAC 138022
Jacquez,8913460.0,2020,Americanas e híbridas,IAC 138022
Kyoko,0.0,2020,Americanas e híbridas,IAC 138022
Landot,0.0,2020,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,2020,Americanas e híbridas,IAC 138022
Oberlin,0.0,2020,Americanas e híbridas,IAC 138022
Othello,0.0,2020,Americanas e híbridas,IAC 138022
Paco,7380.0,2020,Americanas e híbridas,IAC 138022
Patricia,0.0,2020,Americanas e híbridas,IAC 138022
Seibel,3660374.0,2020,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),4538123.0,2020,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),735427.0,2020,Americanas e híbridas,IAC 138022
Vênus,2590.0,2020,Americanas e híbridas,IAC 138022
Baco,0.0,2020,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,91980.0,2020,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,2020,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,2020,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,7165025.0,2020,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,3794245.0,2020,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,0.0,2020,Americanas e híbridas,BRANCAS E ROSADAS
