Produto,Quantidade (L.),ano,Categoria
Vinho base para espumantes,0.0,1976,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,5429800.0,1976,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,2474364.0,1976,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1976,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1976,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,116609545.0,1977,VINHO DE MESA
Rosado,15195525.0,1977,VINHO DE MESA
Branco,9008044.0,1977,VINHO DE MESA
Tinto,4504303.0,1977,VINHO FINO DE MESA
Rosado,3248565.0,1977,VINHO FINO DE MESA
Branco,7222462.0,1977,VINHO FINO DE MESA
VINHO FRIZANTE,143575.0,1977,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1977,VINHO ORGÂNICO
Tinto,3959050.0,1977,VINHO ESPECIAL
Rosado,4034615.0,1977,VINHO ESPECIAL
Branco,3576011.0,1977,VINHO ESPECIAL
Espumante Moscatel,0.0,1977,ESPUMANTES
Espumante,0.0,1977,ESPUMANTES
Espumante Orgânico,0.0,1977,ESPUMANTES
Suco Natural Integral,0.0,1977,SUCO DE UVAS
Suco Adoçado,0.0,1977,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1977,SUCO DE UVAS
Suco Orgânico,0.0,1977,SUCO DE UVAS
Outros sucos de uvas,0.0,1977,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,2444089.0,1977,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),595137.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),12858163.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,780548.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,2292414.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,34624.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,195060.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,84058.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,746326.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,1549579.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,5170582.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,3027434.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1977,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,117203914.0,1978,VINHO DE MESA
Rosado,14612454.0,1978,VINHO DE MESA
Branco,9477011.0,1978,VINHO DE MESA
Tinto,4920802.0,1978,VINHO FINO DE MESA
Rosado,3501895.0,1978,VINHO FINO DE MESA
Branco,9174259.0,1978,VINHO FINO DE MESA
VINHO FRIZANTE,13915.0,1978,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1978,VINHO ORGÂNICO
Tinto,4083073.0,1978,VINHO ESPECIAL
Rosado,4177476.0,1978,VINHO ESPECIAL
Branco,1987023.0,1978,VINHO ESPECIAL
Espumante Moscatel,0.0,1978,ESPUMANTES
Espumante,0.0,1978,ESPUMANTES
Espumante Orgânico,0.0,1978,ESPUMANTES
Suco Natural Integral,0.0,1978,SUCO DE UVAS
Suco Adoçado,0.0,1978,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1978,SUCO DE UVAS
Suco Orgânico,0.0,1978,SUCO DE UVAS
Outros sucos de uvas,0.0,1978,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,2454178.0,1978,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),432596.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),12014556.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,866773.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,2396689.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,56372.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,2217900.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,327450.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2452955.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,5649977.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,3094302.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1978,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,119496652.0,1979,VINHO DE MESA
Rosado,18643308.0,1979,VINHO DE MESA
Branco,11469152.0,1979,VINHO DE MESA
Tinto,6360276.0,1979,VINHO FINO DE MESA
Rosado,4119615.0,1979,VINHO FINO DE MESA
Branco,11215938.0,1979,VINHO FINO DE MESA
VINHO FRIZANTE,14578.0,1979,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1979,VINHO ORGÂNICO
Tinto,7004780.0,1979,VINHO ESPECIAL
Rosado,5067851.0,1979,VINHO ESPECIAL
Branco,1717926.0,1979,VINHO ESPECIAL
Espumante Moscatel,0.0,1979,ESPUMANTES
Espumante,0.0,1979,ESPUMANTES
Espumante Orgânico,0.0,1979,ESPUMANTES
Suco Natural Integral,0.0,1979,SUCO DE UVAS
Suco Adoçado,0.0,1979,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1979,SUCO DE UVAS
Suco Orgânico,0.0,1979,SUCO DE UVAS
Outros sucos de uvas,0.0,1979,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,2751886.0,1979,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),812433.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),9991254.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,3062750.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,3374608.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,47738.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,6293317.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,485800.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2144256.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,976174.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,2531379.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1979,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,99646124.0,1980,VINHO DE MESA
Rosado,14746625.0,1980,VINHO DE MESA
Branco,8432549.0,1980,VINHO DE MESA
Tinto,7244385.0,1980,VINHO FINO DE MESA
Rosado,5096819.0,1980,VINHO FINO DE MESA
Branco,10635138.0,1980,VINHO FINO DE MESA
VINHO FRIZANTE,9303.0,1980,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1980,VINHO ORGÂNICO
Tinto,4608059.0,1980,VINHO ESPECIAL
Rosado,4312513.0,1980,VINHO ESPECIAL
Branco,2136202.0,1980,VINHO ESPECIAL
Espumante Moscatel,0.0,1980,ESPUMANTES
Espumante,0.0,1980,ESPUMANTES
Espumante Orgânico,0.0,1980,ESPUMANTES
Suco Natural Integral,0.0,1980,SUCO DE UVAS
Suco Adoçado,0.0,1980,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1980,SUCO DE UVAS
Suco Orgânico,0.0,1980,SUCO DE UVAS
Outros sucos de uvas,0.0,1980,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,4142363.0,1980,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),494061.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),2593406.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,1778900.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,4414074.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,25352.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,3806641.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,113550.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2052253.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,697908.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,2077542.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1980,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,99151812.0,1981,VINHO DE MESA
Rosado,16360547.0,1981,VINHO DE MESA
Branco,13382221.0,1981,VINHO DE MESA
Tinto,7403644.0,1981,VINHO FINO DE MESA
Rosado,2738962.0,1981,VINHO FINO DE MESA
Branco,11465251.0,1981,VINHO FINO DE MESA
VINHO FRIZANTE,13354.0,1981,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1981,VINHO ORGÂNICO
Tinto,1906240.0,1981,VINHO ESPECIAL
Rosado,3388872.0,1981,VINHO ESPECIAL
Branco,1611948.0,1981,VINHO ESPECIAL
Espumante Moscatel,0.0,1981,ESPUMANTES
Espumante,0.0,1981,ESPUMANTES
Espumante Orgânico,0.0,1981,ESPUMANTES
Suco Natural Integral,0.0,1981,SUCO DE UVAS
Suco Adoçado,0.0,1981,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1981,SUCO DE UVAS
Suco Orgânico,0.0,1981,SUCO DE UVAS
Outros sucos de uvas,0.0,1981,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,3064156.0,1981,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),1770895.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1637947.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,2728959.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,3861367.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,4236.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,4518098.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,360180.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2296456.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,579372.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,1940670.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1981,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,131957890.0,1982,VINHO DE MESA
Rosado,15786964.0,1982,VINHO DE MESA
Branco,19116918.0,1982,VINHO DE MESA
Tinto,7699010.0,1982,VINHO FINO DE MESA
Rosado,3608877.0,1982,VINHO FINO DE MESA
Branco,14995041.0,1982,VINHO FINO DE MESA
VINHO FRIZANTE,176692.0,1982,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1982,VINHO ORGÂNICO
Tinto,939619.0,1982,VINHO ESPECIAL
Rosado,2418770.0,1982,VINHO ESPECIAL
Branco,1652620.0,1982,VINHO ESPECIAL
Espumante Moscatel,0.0,1982,ESPUMANTES
Espumante,0.0,1982,ESPUMANTES
Espumante Orgânico,0.0,1982,ESPUMANTES
Suco Natural Integral,0.0,1982,SUCO DE UVAS
Suco Adoçado,0.0,1982,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1982,SUCO DE UVAS
Suco Orgânico,0.0,1982,SUCO DE UVAS
Outros sucos de uvas,0.0,1982,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,3148110.0,1982,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),496554.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1348154.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,3466121.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,4261912.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,30410.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,2068930.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,607630.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2434183.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,708876.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,2347859.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1982,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,151852639.0,1983,VINHO DE MESA
Rosado,23841328.0,1983,VINHO DE MESA
Branco,19922653.0,1983,VINHO DE MESA
Tinto,9811525.0,1983,VINHO FINO DE MESA
Rosado,3548807.0,1983,VINHO FINO DE MESA
Branco,19329787.0,1983,VINHO FINO DE MESA
VINHO FRIZANTE,147892.0,1983,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1983,VINHO ORGÂNICO
Tinto,1034452.0,1983,VINHO ESPECIAL
Rosado,2735222.0,1983,VINHO ESPECIAL
Branco,1623957.0,1983,VINHO ESPECIAL
Espumante Moscatel,0.0,1983,ESPUMANTES
Espumante,0.0,1983,ESPUMANTES
Espumante Orgânico,0.0,1983,ESPUMANTES
Suco Natural Integral,0.0,1983,SUCO DE UVAS
Suco Adoçado,0.0,1983,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1983,SUCO DE UVAS
Suco Orgânico,0.0,1983,SUCO DE UVAS
Outros sucos de uvas,0.0,1983,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,3447837.0,1983,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),339085.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1212182.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,2029714.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,4062927.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,25618.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,872156.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,215868.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
